@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size numeric
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
x,y,e,f,y,f,c,1.60866601710403,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,1.30479632760456,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,y,f,c,1.82071962651785,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
k,y,e,f,f,f,c,2.32776593235811,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,2.19971442671977,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,2.00360769852829,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,1.54686866048685,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,2.92349991345918,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,1.02232136297867,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,1.81402920501952,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,f,f,c,2.13894930106104,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,1.27468294126134,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,2.11842924310496,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,2.10934022311923,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,1.89349721596072,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,2.6334825768807,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,1.52858262587356,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,y,f,c,2.00963554124071,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,0.943702934256821,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,1.76194948845009,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,1.76478515508158,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,1.93596730175654,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,2.99611068345349,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,1.92340699097797,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,1.41666237836188,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,2.00725742282817,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,f,f,c,2.21907897516531,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,1.68852590568228,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,2.01975776323568,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,f,f,c,1.25443435685512,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,1.62119492858599,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,2.11377862458639,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,1.1992887804809,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,1.54605533241493,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,f,f,c,2.40072047605237,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,1.80470929301409,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,1.77190720647636,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,1.17068035140362,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
k,s,n,f,y,f,c,2.49982673492046,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,2.0187573444991,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,2.2944283013948,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,y,f,c,1.80555486400534,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,1.94913640558265,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,2.2049901936455,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,y,f,c,2.04340258887819,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,2.77666320857073,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,1.67867705294045,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,1.1394137321706,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,1.78716547275408,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,2.03929370618358,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,1.31287650582701,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,2.1603148294028,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,s,e,f,y,f,c,1.5570907325419,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,f,f,c,2.19644362607813,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,1.85655319537487,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,1.57657979933964,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,1.19753848425573,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
k,y,e,f,y,f,c,1.81210852131599,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,1.38534996228919,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,2.01537035215352,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,1.48367781840865,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,2.08320237177974,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,1.67828098792406,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,2.03218868536652,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,1.17306246681195,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,y,f,c,1.90789382471933,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,1.88271398607112,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,1.73397741094397,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,y,f,c,2.423446759556,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,1.24126529910971,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,2.22856845756823,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,s,f,c,1.52014169427251,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,s,f,c,1.58797110808307,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,s,f,c,1.66139515799439,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,2.17943036203111,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,s,f,c,1.9370268777046,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,1.83242597479051,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,2.20592417999558,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,s,f,c,1.94372466424563,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,s,f,c,1.94363214558878,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,s,f,c,2.02150001739784,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,1.45255815573096,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
k,y,n,f,f,f,c,1.83954609624051,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,1.75655539317217,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,1.72870237336055,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
k,y,n,f,y,f,c,1.57496829869931,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,1.01933626518837,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
k,s,n,f,f,f,c,1.05598503670859,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,f,f,c,2.21491558104705,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,1.77144834362749,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,2.44940714062475,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,s,f,c,1.84743511459048,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,2.00349206155689,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,1.10873989808358,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,s,f,c,1.19144610043369,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,2.12338314286545,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,2.3055826918234,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,2.54564135316161,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,1.67581644301966,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,1.8696755035348,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,1.98112272964703,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,f,f,c,1.69645870985422,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,s,f,c,1.47677980948805,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,1.42204195266392,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,2.28581779703259,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,1.68891368376091,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,2.66870046059691,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,2.38990812889644,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,1.82192367292643,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,1.61680120579528,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,1.50016677135746,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,f,f,c,1.56826320740052,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,2.16647892966767,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,2.30525984506634,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,2.0677539221909,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
k,y,n,f,y,f,c,1.93047944345741,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,1.61154902485675,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,2.008501376424,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,2.35687820046898,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,s,f,c,1.77814166830913,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,f,f,c,2.19911672256399,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,2.24165567180858,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,f,f,c,2.21765774207585,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,1.35271616637284,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,s,f,c,1.86200950939546,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,1.30869972204119,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,0.833863158759095,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,2.53547922534754,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,y,f,c,1.74570432834771,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,2.32169550647103,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,2.20544978077589,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,2.08670744067922,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
k,s,n,f,s,f,c,2.8057361973611,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,f,f,c,1.11866022094948,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,f,f,c,1.84071047224829,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,s,f,c,1.90314775273481,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,2.30572568003807,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,2.13386809504691,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
k,s,n,f,s,f,c,2.13982649685656,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,0.911260854732209,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,0.904544278515084,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,s,f,c,1.30958719827848,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,1.72680224296837,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,2.37547866887003,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,2.35528824543012,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,1.35442794525607,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,1.4474334899898,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,f,f,c,1.9932935864516,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,2.05647462314929,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,f,f,c,2.46639453702873,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,s,f,c,1.40103083580046,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,2.86668844567607,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,2.21984787207571,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,1.85782962907997,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,y,f,c,2.04265721278128,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,f,f,c,1.96110321044676,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,s,f,c,2.05413216349295,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,f,f,c,2.17318233422366,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,f,f,c,1.7037164449655,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,y,f,c,1.64597713815335,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,f,f,c,1.96063924452113,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
k,y,e,f,s,f,c,1.46645479727505,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,f,f,c,2.54119029260452,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,1.76054637562104,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,y,f,c,2.25176552786331,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,n,f,s,f,c,1.85881754656498,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,2.08931807928632,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,1.96706066427645,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,1.47857406420032,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,0,1,p
k,s,n,f,f,f,c,1.41405958591685,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,y,f,c,1.99209062814112,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,2.05937399391955,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,y,f,c,2.0930902314148,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,s,f,c,2.06302831600883,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,f,f,c,2.14741478212716,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,1.52514875291543,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,s,f,c,1.94156421352957,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,s,f,c,1.67592920316705,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,f,f,c,1.88670791323568,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,2.0280817176998,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,2.7070379246467,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,0,1,p
k,y,n,f,y,f,c,1.57898080411129,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,1.96102507225707,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,0,1,p
f,y,n,f,f,f,c,2.2122340263346,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,1.54392865882861,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,f,f,c,1.89562048749376,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,f,f,c,1.82817060662831,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,f,f,c,2.06004601204203,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,s,f,c,2.52803454383508,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,2.06729890007984,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,s,f,c,2.37390117689427,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,1.18706953584808,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,0,1,p
x,s,n,f,y,f,c,2.05813491623122,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,1.65489715336495,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,s,f,c,2.00261576842158,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,f,f,c,1.86132310814009,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,1.72256273473879,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,f,f,c,2.39491670645297,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,s,f,c,1.66375610887953,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,y,f,c,1.73349760610173,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,s,f,c,1.65715741294618,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,0,1,p
f,s,e,f,y,f,c,1.65388811882043,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,2.14156171117918,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,f,f,c,1.76734014779035,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,f,f,c,1.99296928204204,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,n,f,s,f,c,1.9067550668016,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,0,1,p
f,s,e,f,y,f,c,1.12348830261425,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,s,f,c,1.65792451112308,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,s,n,f,y,f,c,1.06009473360707,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,s,f,c,0.947123557854815,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,y,e,f,y,f,c,2.49867287823441,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,0,1,p
x,y,e,f,s,f,c,2.15993155069824,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
k,y,n,f,y,f,c,2.22581610578733,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,n,f,y,f,c,2.51321770318221,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,y,e,f,f,f,c,1.21563034405315,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,y,f,c,2.71305679841355,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,s,f,c,2.52116545197491,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,0,1,p
f,s,e,f,y,f,c,1.80661967703648,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,0,1,p
x,s,e,f,y,f,c,1.90844487758763,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
f,s,n,f,f,f,c,1.95460058631823,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,0,1,p
f,s,n,f,s,f,c,2.36846703567365,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,0,1,p
x,s,e,f,f,f,c,2.374293114832,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,y,f,c,1.59047342803761,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
x,s,e,f,s,f,c,1.61797241974146,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,0,1,p
f,y,e,f,y,f,c,1.31640232759369,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,2.65664404464326,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,0,1,p
f,y,e,f,f,f,c,2.06704916699261,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,0,1,p
f,y,n,f,s,f,c,1.56804048535964,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1,0,1,p
